arm,domain,problem_index,seed,reprompt_template,reference_mode,fewshot_option,judge,name,state,pass_rate_delta,post_mean_score,post_pass_rate,pre_mean_score,pre_pass_rate
TF,aime,11.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx11-1step-good_only-llm-T2_standard,crashed,,,,,
TF,aime,11.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx11-1step-good_only-llm-T2_standard,crashed,,,,,
TF,aime,11.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx11-1step-good_only-llm-T2_standard,finished,0.0,,0.25,,0.25
TF,aime,9.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx9-3step-good_only-llm-T2_standard,killed,,,,,
TF,aime,9.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx9-3step-good_only-llm-T2_standard,killed,,,,,
TF,aime,9.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx9-3step-good_only-llm-T2_standard,finished,0.0,,0.0,,0.0
TF,aime,9.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx9-3step-good_only-llm-T2_standard,failed,,,,,
TF,aime,9.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx9-3step-good_only-llm-T2_standard,finished,0.0,,0.0,,0.0
TF,aime,8.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx8-3step-good_only-llm-T2_standard,crashed,,,,,
TF,aime,8.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx8-3step-good_only-llm-T2_standard,killed,,,,,
TF,aime,8.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx8-3step-good_only-llm-T2_standard,killed,,,,,
TF,aime,8.0,0.0,T2_standard,ground_truth,good_only,llm,teacherfirst-gemma-4-E4B-it-aime-idx8-3step-good_only-llm-T2_standard,finished,0.0,,0.0,,0.0
SF,code,12.0,0.0,"{prompt}{solution}{feedback}

Correctly solve the original question.
",,,,discovery-Qwen3-4B-code-idx12-2step-hybrid-T2_standard,finished,0.25,0.35625,0.25,0.2125,0.0
SF,code,12.0,0.0,"{prompt}{solution}{feedback}

Provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx12-15step-hybrid-T1_minimal,finished,0.375,0.5765625,0.375,0.1671875,0.0
SF,code,12.0,1.0,"{prompt}{solution}{feedback}

Provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx12-15step-hybrid-T1_minimal,finished,0.8125,0.9375,0.9375,0.225,0.125
SF,code,39.0,0.0,"{prompt}{solution}{feedback}

Provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T1_minimal,finished,0.0,0.140625,0.0,0.14375,0.0
SF,code,39.0,1.0,"{prompt}{solution}{feedback}

Provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T1_minimal,finished,0.0625,0.1953125,0.0625,0.125,0.0
SF,code,12.0,0.0,"{prompt}{solution}{feedback}

Correctly solve the original question.
",,,,discovery-Qwen3-4B-code-idx12-15step-hybrid-T2_standard,finished,0.9375,0.959375,0.9375,0.1671875,0.0
SF,code,12.0,1.0,"{prompt}{solution}{feedback}

Correctly solve the original question.
",,,,discovery-Qwen3-4B-code-idx12-15step-hybrid-T2_standard,finished,0.875,1.0,1.0,0.225,0.125
SF,code,39.0,0.0,"{prompt}{solution}{feedback}

Correctly solve the original question.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,finished,0.0625,0.1875,0.0625,0.14375,0.0
SF,code,39.0,1.0,"{prompt}{solution}{feedback}

Correctly solve the original question.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,finished,0.0625,0.1875,0.0625,0.125,0.0
SF,code,12.0,0.0,"{prompt}{solution}{feedback}

First, identify the root cause of the failure, then provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx12-15step-hybrid-T5_reasoning,finished,0.9375,0.9421875,0.9375,0.1671875,0.0
SF,code,12.0,1.0,"{prompt}{solution}{feedback}

First, identify the root cause of the failure, then provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx12-15step-hybrid-T5_reasoning,finished,0.875,1.0,1.0,0.225,0.125
SF,code,39.0,0.0,"{prompt}{solution}{feedback}

First, identify the root cause of the failure, then provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,finished,0.125,0.196875,0.125,0.14375,0.0
SF,code,39.0,1.0,"{prompt}{solution}{feedback}

First, identify the root cause of the failure, then provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,finished,0.125,0.234375,0.125,0.125,0.0
SF,code,39.0,2.0,"{prompt}{solution}{feedback}

Provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T1_minimal,finished,0.0625,0.209375,0.0625,0.190625,0.0
SF,code,39.0,3.0,"{prompt}{solution}{feedback}

Provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T1_minimal,finished,-0.125,0.15,0.0,0.265625,0.125
SF,code,39.0,2.0,"{prompt}{solution}{feedback}

Correctly solve the original question.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,finished,0.0625,0.215625,0.0625,0.190625,0.0
SF,code,39.0,3.0,"{prompt}{solution}{feedback}

Correctly solve the original question.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T2_standard,finished,-0.0625,0.15625,0.0625,0.265625,0.125
SF,code,39.0,2.0,"{prompt}{solution}{feedback}

First, identify the root cause of the failure, then provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,finished,0.0625,0.1765625,0.0625,0.190625,0.0
SF,code,39.0,3.0,"{prompt}{solution}{feedback}

First, identify the root cause of the failure, then provide a corrected solution.
",,,,discovery-Qwen3-4B-code-idx39-15step-hybrid-T5_reasoning,finished,-0.125,0.15312499999999998,0.0,0.265625,0.125
